mun_poly_fid,mun_poly_bdr_line_distm,mun_poly_bdr_line_rankn,mun_poly_bdr_line_fromx,mun_poly_bdr_line_fromy,mun_poly_bdr_line_nearx,mun_poly_bdr_line_neary,mun_poly_bdr_line_angle,mun_poly_codi,mun_poly_nome,mun_poly_lenm,mun_poly_arm2,mun_poly_cenx,mun_poly_ceny,mun_seat_codi,mun_seat_fid,mun_seat_nome,mun_seat_cap_poly_name,mun_seat_cap_poly_code,mun_seat_cap_poly_abbr,mun_seat_cap_poly_dnam,mun_seat_cap_poly_limt,mun_seat_cap_poly_type,mun_seat_pntx,mun_seat_pnty,mun_seat_cap_poly_fid,mun_seat_cap_poly_lenm,mun_seat_cap_poly_arm2,mun_seat_cap_poly_cenx,mun_seat_cap_poly_ceny,mun_seat_cap_don_death_year,mun_seat_cap_don_death_type,mun_seat_cap_don_letter_date,mun_seat_cap_foral_date,mun_seat_cap_otherdocs_date,mun_seat_cap_grant_date,mun_seat_cap_trnsfr_year,mun_seat_cap_crown_year,mun_seat_cap_settle_year,mun_seat_cap_pop1536_prtgs,mun_seat_cap_pop1546_prtgs,mun_seat_cap_pop1546_afrcns,mun_seat_cap_povs_1530_1549,mun_seat_cap_vilas_1530_1549,mun_seat_cap_time_auto,mun_seat_cap_treat,mun_treat,mun_poly_runvarm,mun_poly_runvarkm,mun_poly_runvarm_abs,mun_poly_runvarkm_abs,mun_poly_uf
663,114416.9671900594,1,1382212.875,-2265863.5,1370081.82008421,-2379635.552313392,-96.08622236926975,3204609,Santa Thereza,161646.4867980526,1065057504.734375,1397249.639293532,-2248275.025437457,3204609,931,Santa Thereza,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1401346.75,-2261002.75,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,114416.9671900594,114.4169671900594,114416.9671900594,114.4169671900594,32
664,130310.1900284711,1,1419925.5,-2259234.75,1370081.82008421,-2379635.552313392,-112.4886399709186,3202504,Páo Gigante,96924.37839416771,484488514.609375,1421262.075692656,-2242971.540127416,3202504,932,Páo Gigante,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1426348.5,-2251221.5,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,130310.1900284711,130.3101900284711,130310.1900284711,130.3101900284711,32
665,80735.53841035036,1,1342302.5,-2296363.75,1335828.090292465,-2376839.269143079,-94.59964855382977,3200102,Affonso Claudio,247718.5806625101,1783498356.5625,1343824.983545795,-2268502.760180647,3200102,933,Affonso Claudio,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1345500.625,-2272363.75,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,80735.53841035036,80.73553841035036,80735.53841035036,80.73553841035036,32
666,117805.5778204986,1,1425742.375,-2275808.5,1370081.82008421,-2379635.552313392,-118.1952756109656,3202207,Nova Almeida,112803.2580212502,278414671.140625,1426144.907041778,-2266866.718803963,3202207,934,Nova Almeida,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1421578.625,-2262283.25,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,117805.5778204986,117.8055778204986,117805.5778204986,117.8055778204986,32
667,85672.84545494994,1,1399011,-2298994.75,1370081.82008421,-2379635.552313392,-109.735002756096,3204500,Cachoeiro de Santa Leopoldina,234389.0383127654,1480725320.65625,1392202.946640002,-2279330.875378328,3204500,935,Cachoeiro de Santa Leopoldina,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1407217.375,-2280246.25,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,85672.84545494994,85.67284545494995,85672.84545494994,85.67284545494995,32
668,97226.48839053218,1,1425637,-2299844.5,1370081.82008421,-2379635.552313392,-124.8478842923341,3205002,Serra,103852.3364830875,563045956.875,1430772.314563463,-2285247.688441658,3205002,936,Serra,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1430092.5,-2285309,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,97226.48839053218,97.22648839053218,97226.48839053218,97.22648839053218,32
669,56250.29511395476,1,1292629.75,-2316992,1288290.641311967,-2373074.687490887,-94.42415168049303,3203007,Rio Pardo,171051.8701638849,905182135.546875,1291425.526077077,-2295909.637455017,3203007,937,Rio Pardo,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1300246,-2299714.75,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,56250.29511395476,56.25029511395476,56250.29511395476,56.25029511395476,32
670,54215.69645793074,1,1373589.75,-2325525.75,1369171.329299367,-2379561.102325405,-94.6746228636064,3201902,Santa Izabel,227318.1174347953,1560864061.78125,1373606.314544022,-2303796.591318423,3201902,1281,Santa Izabel,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1394930.622499999,-2311281.7848,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,54215.69645793074,54.21569645793074,54215.69645793074,54.21569645793074,32
671,44675.84424757773,1,1304320.625,-2329516.75,1300832.04908254,-2374056.18081475,-94.47858048605625,3203700,Espirito Santo do Rio Pardo,169162.4750291799,698565277.140625,1310197.921909134,-2309701.875026992,3203700,938,Espirito Santo do Rio Pardo,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1312012.5,-2314028.75,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,44675.84424757773,44.67584424757774,44675.84424757773,44.67584424757774,32
672,80227.81814673106,1,1406492.625,-2308146,1370081.82008421,-2379635.552313392,-116.9904924483915,3201308,Cariacica,104827.4932652923,287397831.015625,1414219.98997152,-2302377.271355278,3201308,939,Cariacica,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1417153.125,-2299646.25,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,80227.81814673106,80.22781814673107,80227.81814673106,80.22781814673107,32
673,90384.1405550092,1,1423928.875,-2307042.25,1370081.82008421,-2379635.552313392,-126.5666713813008,3205309,Victoria,57994.82254366687,75830749.796875,1430265.533979292,-2302055.151719792,3205309,940,Victoria,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1425197.5,-2306636.5,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,90384.1405550092,90.3841405550092,90384.1405550092,90.3841405550092,32
674,61980.60655155209,1,1395853,-2323266.75,1370081.82008421,-2379635.552313392,-114.5693442521674,3205101,Vianna,105995.2518671377,300786473.46875,1406882.307848139,-2314082.495880675,3205101,941,Vianna,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1408065.25,-2313284,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,61980.60655155209,61.98060655155209,61980.60655155209,61.98060655155209,32
675,65552.01307473157,1,1408268.5,-2326354.75,1370081.82008421,-2379635.552313392,-125.6294027210257,3299902,Espirito Santo,86880.36321369426,223081916.1613027,1419895.88234499,-2319451.040700515,3299902,942,Espirito Santo,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1429813.875,-2308190.75,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,65552.01307473157,65.55201307473158,65552.01307473157,65.55201307473158,32
676,38580.62380976679,1,1398255.75,-2353278.5,1370081.82008421,-2379635.552313392,-136.9082899189924,3202405,Guarapary,143081.9943563945,597519943.7287806,1401002.485375185,-2334497.852479323,3202405,943,Guarapary,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1404071.875,-2343419.25,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,38580.62380976679,38.58062380976679,38580.62380976679,38.58062380976679,32
677,12560.84321592737,1,1369029.625,-2366946.75,1368005.953013683,-2379465.810586144,-94.67462286360683,3299907,Piúma,94396.65650269942,280245236.125,1369321.509847531,-2354061.920728812,3299907,1266,Piúma,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1379733.875,-2361519,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,12560.84321592737,12.56084321592737,12560.84321592737,12.56084321592737,32
678,12276.39036893286,1,1365071.5,-2366908.5,1364071.010088794,-2379144.053948555,-94.67462286360647,3204401,Rio Novo,84722.02914915093,210730057.125,1360280.138278821,-2358012.217806974,3204401,946,Rio Novo,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1357996.75,-2362880.5,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,12276.39036893286,12.27639036893286,12276.39036893286,12.27639036893286,32
679,0,1,1326721.81625,-2376106.65195,1326721.81625,-2376106.65195,0,3203809,São João do Muquy,94395.9768245648,316648363.40625,1315538.828374992,-2367799.62880582,3203809,948,São João do Muquy,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1314734.75,-2369530.75,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,0,0,0,0,32
680,0,1,1354705.89725,-2378378.27735,1354705.89725,-2378378.27735,0,3202801,Itapemirim,178139.1601258295,1308444484.796875,1349779.33951699,-2384756.845558244,3202801,949,Itapemirim,Sao Tome,10,ST,Pero de Gois [da Silveira],Rio Itapemirim,Actual,1367257.875,-2380527,27,6.434213416098506,1.903492181956445,-41.8165988795434,-21.51994699087136,,,28/01/1536,29/02/1536,10/03/1534,28/01/1536,,1619,1540,40,,,,1,79,0,0,0,0,0,0,32
681,233049.8489458162,2,1408591.875,-2149789.5,1370081.82008421,-2379635.552313392,-99.51140065725866,3204906,São Matheus,384915.6633994288,5034945770.935503,1454363.61944875,-2129192.9277463,3204906,929,São Matheus,Espirito Santo,9,ES,Vasco Fernandes Coutinho,Rio Mucuri,Actual,1489916.125,-2129148.5,3,27.18245838341003,25.33976092439498,-44.3391355894169,-19.51391890359617,,,01/06/1534,07/10/1534,25/09/1534,01/06/1534,1560,1715,1535,60,1650,300,1,1,0180,1,1,233049.8489458162,233.0498489458162,233049.8489458162,233.0498489458162,32
682,383242.0137245109,4,1563066.75,-377718.0311999992,1552349.702586114,-760810.1689140832,-91.60243820205906,2300200,Acarahú,299151.8168301194,3025863561.843286,1538813.665238997,-341134.2461519957,2300200,950,Acarahú,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1543147.25,-328460.1875,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-383242.0137245109,-383.2420137245109,383242.0137245109,383.2420137245109,23
683,396579.9172661459,5,1409118.625,-360193.3436999992,1398890.727986707,-756641.3489938946,-91.47783659617488,2302602,Camocim,259880.5163187774,1814738140.769151,1451571.387291045,-337536.0695664709,2302602,951,Camocim,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1462957.625,-329399.4061999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-396579.9172661459,-396.5799172661459,396579.9172661459,396.5799172661459,23
684,337093.7014915982,3,1564762.75,-423931.8436999992,1555336.202146599,-760893.7165890165,-91.60243820205903,2306405,Itapipóca,338643.6757469624,3634165427.551209,1586140.167048967,-385417.851666043,2306405,952,Itapipóca,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1574478,-383109.875,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-337093.7014915982,-337.0937014915982,337093.7014915982,337.0937014915982,23
685,356649.2540597755,5,1456811.5,-401383.125,1447393.23218974,-757908.000223102,-91.51322266566429,2304707,Granja,329410.7990271102,3737824713.804564,1455037.01638812,-368194.4482674745,2304707,953,Granja,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1464328.875,-354167.375,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-356649.2540597755,-356.6492540597755,356649.2540597755,356.6492540597755,23
686,340240.8837283264,3,1541996.125,-420146.5311999992,1532481.568786233,-760254.3555444084,-91.6024382020591,2312007,Sant'Anna,262984.8127446566,2051461178.010649,1535977.874686403,-380854.6988985285,2312007,954,Sant'Anna,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1532031.375,-393755.6561999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-340240.8837283264,-340.2408837283264,340240.8837283264,340.2408837283264,23
687,347759.7632930317,3,1518198.5,-411958.9686999992,1508473.684509044,-759582.7321703527,-91.6024382020591,2308005,Massapé,181750.6578130502,988244035.7560315,1508889.644497419,-385111.1916765537,2308005,956,Massapé,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1517424,-400621.2186999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-347759.7632930317,-347.7597632930317,347759.7632930317,347.7597632930317,23
688,331518.6736214887,5,1410488.6065,-425311.5793999992,1401938.655521245,-756719.9819760534,-91.47783659617487,2314102,Viçosa,173994.2532277683,1488115199.036999,1428270.066110902,-403754.0682145657,2314102,955,Viçosa,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1434098.625,-403907.125,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-331518.6736214887,-331.5186736214887,331518.6736214887,331.5186736214887,23
689,319699.9649576357,4,1469890.75,-438694.2811999992,1461302.052277355,-758278.8582141951,-91.53942882984092,2399926,Palma,182279.8648696346,1454466763.625727,1474628.966777126,-408511.6537370555,2399926,958,Palma,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1482533.875,-401315.0625,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-319699.9649576357,-319.6999649576358,319699.9649576357,319.6999649576358,23
690,321070.1615405115,4,1439937.625,-436528.875,1431458.917326143,-757487.0656539097,-91.5132226656643,2399945,Tyanguá,177515.9145003201,809950384.6290283,1439364.430151643,-422781.00575014,2399945,957,Tyanguá,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1444993.75,-423345.0936999992,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-321070.1615405115,-321.0701615405115,321070.1615405115,321.0701615405115,23
691,330386.9831884021,4,1619085,-432213.2186999992,1609343.987147261,-762456.5703801446,-91.68953332142631,2313807,São João da Uruburetama,166027.264304255,798843574.2900876,1622749.42036019,-415066.2092973316,2313807,959,São João da Uruburetama,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1609948,-413684.6561999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-330386.9831884021,-330.3869831884021,330386.9831884021,330.3869831884021,23
692,310048.2563286074,4,1683386.125,-454496.9375,1673871.151786681,-764399.1584296986,-91.75860823344004,2303709,Soure,154875.6644908812,1230283784.309337,1687588.373771155,-432884.6273046734,2303709,960,Soure,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1704437.75,-427587.5936999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-310048.2563286074,-310.0482563286075,310048.2563286074,310.0482563286075,23
693,285200.0520768011,3,1579255.375,-476252.8436999992,1570992.056403602,-761333.1609272404,-91.66030666640926,2399931,São Francisco,270980.6387470194,2652902908.198869,1587135.230656059,-441255.132468025,2399931,962,São Francisco,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1601196.375,-420580.875,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-285200.0520768011,-285.2000520768011,285200.0520768011,285.2000520768011,23
694,292774.24481168,4,1607977.625,-469514.6875,1599345.572810356,-762161.6524595649,-91.6895333214263,2399939,Pentecoste,206558.4350175677,2166531454.143497,1641046.814717056,-445678.8527525876,2399939,963,Pentecoste,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1636077.125,-433274.5625,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-292774.24481168,-292.77424481168,292774.24481168,292.77424481168,23
695,314030.7293815882,4,1417241.625,-442979.5625,1409142.692554642,-756905.8377449655,-91.47783659617488,2313609,Ubajara,126643.6790599852,369264028.9536144,1443757.734623316,-436874.9684671614,2313609,965,Ubajara,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1452623,-437326.9686999992,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-314030.7293815882,-314.0307293815882,314030.7293815882,314.0307293815882,23
696,299846.7733384529,4,1421653.625,-457282.0625,1413920.500391434,-757029.0996250898,-91.47783659617488,2399928,Ibiapina,169027.1434846667,769905829.287603,1449273.511764224,-446108.5727049154,2399928,967,Ibiapina,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1456019.5,-445197.125,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-299846.7733384529,-299.8467733384529,299846.7733384529,299.8467733384529,23
697,298197.6756126927,4,1735487.25,-467980.5936999992,1726050.403014901,-766028.9113597245,-91.81350103750869,2399914,Aquiraz,112995.8244438027,582933247.0857297,1732038.897235565,-454414.6334012494,2399914,966,Aquiraz,Rio Grande do Norte 1,1B,RN1,Aires da Cunha,Mucuripe,Actual,1733493.75,-447438.7186999992,23,8.954763732048743,3.841045694990605,-37.65268863505623,-5.578087636514122,1536,Shipwreck,Parcial,11/03/1535,18/06/1535,08/03/1535,,1580,1598,375,,,,,-18,0,0,-298197.6756126927,-298.1976756126927,298197.6756126927,298.1976756126927,23
698,284975.9197841386,4,1694187,-479915.5625,1685371.086568811,-764755.086666134,-91.77276463998811,2309706,Pacatuba,129297.5659520843,580001383.6996093,1707564.037460258,-462760.4880003331,2309706,969,Pacatuba,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1707872.75,-456452.2186999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-284975.9197841386,-284.9759197841386,284975.9197841386,284.9759197841386,23
699,277861.9289639366,3,1445839.625,-479908.0936999992,1438501.945104504,-757673.1203345829,-91.51322266566427,2312304,São Benedicto,155188.70496748,1000298343.7764,1450585.4345863,-462657.7379899285,2312304,971,São Benedicto,Piaui,3,PI,Fernando Alvares de Andrade,Ilha de Santana (oeste),Actual,1458509.5,-459454.9061999992,10,15.82932224002788,11.69698232653664,-42.34429873321911,-4.657141904992485,,,,,18/06/1535,,,1549,1621,750,,,1,,-72,0,0,-277861.9289639366,-277.8619289639366,277861.9289639366,277.8619289639366,23
700,261337.5506058835,4,1727263.625,-504598.8125,1718993.263832828,-765805.4672445667,-91.81350103750871,2399936,Guarany,124453.1198279998,766695261.0403105,1722685.934504983,-483510.2256953965,2399936,975,Guarany,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1725164.375,-478403.75,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-261337.5506058835,-261.3375506058835,261337.5506058835,261.3375506058835,23
701,247440.8369398336,2,1422484.625,-509726.875,1416103.062830766,-757085.4071952035,-91.47783659617484,2305001,Campo Grande,173807.8203647433,1215964083.859856,1450972.018533611,-490511.195795639,2305001,974,Campo Grande,Ceara,4,CE,Antonio Cardoso de Barros,Camocim,Actual,1471334.875,-473100.2186999992,2,16.84991597197908,8.501530003692768,-39.71208210822603,-4.887770855364016,,,19/11/1535,20/11/1535,13/09/1535,19/11/1535,1549,1549,1604,,,,,,-55,0,0,-247440.8369398336,-247.4408369398336,247440.8369398336,247.4408369398336,23
